collision_index,severity_rating
1984040BF0952,2
1984040BF1159,2
1984040CD0060,2
1984040CD0641,2
1984040CD1648,2
1984040CG0321,2
1984040CG1442,1
1984040CG1493,2
1984040DB1169,2
1984040DB1760,2
1984040DB1815,2
1984040DC0521,2
1984040DC0908,2
1984040DC1172,2
1984040DG0609,2
1984040EB0779,3
1984040EC0336,2
1984040EC1235,2
1984040EC1523,3
1984040FA0204,2
1984040FA0486,2
1984040FA0638,2
1984040FA0791,3
1984040FA0810,2
1984040FA1014,3
1984040FB0077,2
1984040FB0507,2
1984040GC0395,2
1984040GC0749,2
1984040GD0138,2
1984040GK0228,2
1984040HE0088,2
1984040HF1118,2
1984040HH0837,2
1984040HH0921,2
1984040JA1153,2
1984040JF1513,2
1984040JJ0087,2
1984040KJ0650,2
198405A201188,2
198405A300662,2
198405B101449,3
198405B102118,2
198405B202125,2
198405B300700,1
198405B302658,2
198405B400906,3
198405B402007,2
198405B402316,2
198405C201362,2
198405C201471,3
198405C201731,3
198405C300251,2
198405C300789,2
198405C300949,3
198405C301436,2
198405C301818,2
198405D102239,2
198405D200096,3
198405D200430,2
198405D200783,2
198405D202375,2
198405D302057,2
198405D302390,2
198405D400056,5
198405D400885,2
198405D401601,2
198405E100314,2
198405E200772,2
198405E300092,2
198405E301048,3
198405E301113,2
198405E301137,2
198405E301369,3
198405E301383,2
198405F101277,2
198405F101527,2
198405F101705,3
198405F102036,2
198405F200813,2
198405F201271,2
198405F201531,1
198405G202365,1
198405G203239,2
198405G203773,2
198405G302098,2
198405G401741,2
198405G402021,3
198406A076384,2
198406A125884,3
198406B021084,2
198406B055884,2
198406B061784,2
198406B065684,3
198406B119884,2
198406B165684,3
198406C025984,3
198406C027684,1
198406C091884,2
198406C113784,3
198406C115484,3
198406D075384,2
198406D228884,2
198406E019084,2
198406E020884,2
198406E025684,2
198406E056184,1
198406E057784,2
198406E074684,2
198406E113584,2
198406E166284,2
198406F010784,2
198406F124884,2
198406F165584,2
198406F173384,2
198406F176084,2
198406F285684,2
198406G048484,3
198406G073484,3
198406G119584,3
198406G250284,2
198406G271284,2
198406J042284,2
198406J101584,2
198406J170284,3
198406J192284,2
198406J250384,2
198406K034084,2
198406K053284,2
198406K112884,3
198406K164684,2
198406K175284,2
198406K191984,2
198406K223284,2
198406K228584,2
198406K248284,2
198406K265484,2
198406K305184,2
198406K373084,2
198406K386584,2
198406L031384,2
198406L090084,2
198406L109284,2
198406L128184,2
198406L133684,2
198406L154684,2
198406L177784,2
198406L243084,2
198406M040984,3
198406M060284,2
198406M160684,2
198406M243184,3
198406N109284,2
198406N125184,2
198406P053284,2
198406P091084,2
198406P223584,2
198406Q026184,2
198406Q050184,2
198406Q152184,2
1984074A10494,2
1984074A11176,3
1984074A11217,2
1984074A11235,2
1984074A11393,2
1984074A11493,2
1984074A11819,2
1984074A21749,2
1984074B10233,2
1984074B10457,2
1984074B10913,3
1984074B11111,2
1984074B11855,3
1984074C10960,2
1984074C11427,2
1984074C20108,2
1984074C20126,2
1984074C20772,2
1984074D10842,2
1984074D10903,1
1984074D11419,2
1984074D20417,2
1984074D20552,3
1984074D20823,2
1984074D21175,1
1984074D21552,2
1984074E10597,2
1984074E10606,3
1984074E10981,2
1984074E11552,2
1984074E20237,1
1984074E20337,2
1984074E20356,2
1984074E20905,2
1984074E20951,3
1984074M10030,2
1984074M10313,3
198410A206584,3
198410A403484,2
198410A409684,2
198410A411184,3
198410B105984,2
198410B110084,2
198410B216084,2
198410B216484,3
198410B220084,2
198410B305784,3
198410B403484,2
198410B403684,2
198410B410884,2
198410B414384,2
198410B501284,2
198410B504284,2
198410B510984,2
198410C207084,2
198410C304184,2
198410C308984,2
198410C314484,1
198410C503084,3
198410C510084,2
198410D106784,2
198410D111784,2
198410D118284,3
198410D118584,2
198410D208884,2
198410D209284,1
198410D211884,2
198410D309984,2
198410D313984,2
198410E118784,2
198410F100684,2
198410F408984,3
198410F409284,2
1984114AK0289,2
1984114AK0543,2
1984114AK0979,3
1984114BD0640,2
1984114BD0719,3
1984114BD0969,2
1984114BF1017,2
1984114CG0074,3
1984114CG0234,3
1984114CG0564,2
1984114CG0618,2
1984114CG0680,2
1984114CI0636,2
1984124164640,2
1984124173687,2
1984124185587,1
1984124192244,2
1984124195095,2
1984124196013,2
1984124201157,2
1984124202763,1
1984124209862,2
1984124210607,2
198412A050984,3
198412A069884,2
198412A069984,2
198412A127084,4
198412A132484,3
198412B018584,2
198412B021684,2
198412B048884,2
198412C036984,2
198412C069584,1
198412D031684,1
198412D047184,2
198412D063784,2
198413A003284,2
198413A009984,2
198413A044484,2
198413A072484,2
198413B001684,2
198413B005684,3
198413B011184,2
198413B024884,2
198413B026084,2
198413B028284,2
198413B032184,2
198413B036884,2
198413B046784,2
198413C008684,2
198413C013284,2
198413C015484,2
198413C015884,2
198413C015984,3
198413C023884,2
198413C037984,2
198413C052484,2
198413C055684,2
198413D012584,2
198413D015584,3
198413D026684,1
198413E127884,3
198413F118984,2
198413F127784,2
198413F209884,1
198413F216784,2
198413F222784,2
198413F226484,2
198413H003184,2
198413H006884,1
198413H042984,2
198413H054384,4
198413H065284,2
198413J022684,1
198413K014884,2
198413K018384,2
198413K047784,2
198413K052084,3
198413K056384,2
198413K060884,2
198413K060984,2
198413L017284,2
198413L018484,2
198413L056884,1
198413M003684,2
198413M007184,1
198413M014084,2
198413M022884,3
198413M027484,2
198413M041184,2
198413N026284,2
198413N030484,2
198413N060884,2
198413P037984,2
198413P048684,2
198413P054084,3
198413Q003884,2
198413Q013384,2
198413Q016784,2
198413Q018984,2
198413Q030184,2
198413Q033584,2
198413Q035084,3
198413Q061284,2
198413Q071584,2
198413Q074984,2
198414A100722,3
198414A102354,2
198414A102420,2
198414A301386,3
198414A301509,2
198414B100090,2
198414B100650,3
198414B101029,2
198414B101301,3
198414B102164,2
198414B200059,2
198414B201343,3
198414B201622,2
198414C100855,2
198414C101769,2
198414C102056,3
198414C102186,3
198414C102248,2
198414C201693,3
198414C301733,2
198414D100125,2
198414D100945,2
198414D101324,3
198414D101475,3
198414D101483,3
198414D200147,1
198414D200522,2
198414D201394,2
198414E200782,3
198414F101252,1
198414F101409,2
198414F200960,3
198414F201344,2
198416D040310,2
198416D081028,2
198416D160393,2
198416E040683,2
198416E061060,2
198416E091055,2
198416E150628,2
198416F030235,1
198416F080471,2
198416F090589,3
198416G010927,1
198416G021327,3
198416G050348,2
198416G100464,2
198416G150329,2
198416J021167,2
198416J071304,2
198416J100141,2
198416K051060,2
198416K070146,2
198416L020286,2
198416L031022,2
198416L100116,2
198416L100502,2
198416N050367,3
198416N101020,2
198416N130327,3
198416P060457,2
198416P150533,3
198417J100199,2
198417J100265,2
198417J100404,2
198417K100081,2
198417K100317,2
198417K100404,3
198417K100905,2
198417K200342,2
198417K201351,2
198417K201428,3
198417K300476,2
198417K300777,2
198417K301482,2
198417L100056,2
198417L100506,2
198417L100836,2
198417L101372,2
198417L200847,2
198417M100814,2
198417M100920,3
198417M201214,2
198417M300585,2
198417M300646,2
198417M300784,2
198417M300875,1
19842000B0124,2
19842000B1146,2
19842000B1543,2
19842000B1886,2
19842000B2217,2
19842000B2272,2
19842000B2280,2
19842000B3621,2
19842000C0408,3
19842000C0603,2
19842000C1177,2
19842000C1468,2
19842000C2221,2
19842000C2274,2
19842000C2450,3
19842000C2702,2
19842000D1626,2
19842000D2365,2
19842000D3134,2
19842000D3255,2
19842000D3819,2
19842000E0695,1
19842000E2555,2
19842000E3198,3
19842000E3690,2
19842000E3742,2
19842000F0339,2
19842000F0787,2
19842000F0934,2
19842000F0989,2
19842000F1163,2
19842000F1543,2
19842000F1787,2
19842000F1870,2
19842000F2014,2
19842000G0284,2
19842000G0517,3
19842000G0786,2
19842000G1414,2
19842000G1500,2
19842000G1665,2
19842000G1840,2
19842000G2096,2
19842000G2294,2
19842000G2307,3
19842000G2424,2
19842000G3210,2
19842000H0435,3
19842000H0525,3
19842000H0851,2
19842000H1061,2
19842000H1379,2
19842000H1589,2
19842000H1613,2
19842000H1804,2
19842000H2006,3
19842000H2042,2
19842000H2120,2
19842000H2855,2
19842000H2910,2
19842000J0645,3
19842000J0891,2
19842000J0911,2
19842000J1042,2
19842000J1179,3
19842000J1494,2
19842000J1588,4
19842000J2790,2
19842000K1011,3
19842000K1896,2
19842000K1926,2
19842000K2025,2
19842000K2078,2
19842000K3096,3
19842000L0025,2
19842000L0463,2
19842000L0615,2
19842000L0645,2
19842000L2187,2
19842000L2241,2
19842000L2243,3
19842000M0076,1
19842000M0220,2
19842000M0269,2
19842000M1292,2
19842000M2250,2
19842000M2518,1
19842000M3144,2
1984214200134,2
1984214200335,2
1984214200340,2
1984214200386,2
1984214200508,1
1984214200541,2
1984214200712,2
1984214200729,2
1984214300204,2
1984214300338,2
1984214300402,2
1984214300557,2
1984214300665,2
1984214300725,2
1984214400051,2
1984214400170,2
1984214400229,2
1984214400249,2
1984214400405,2
1984214400428,1
1984214400513,2
1984214500553,2
1984214500559,2
1984214500686,2
1984214500779,2
1984214500980,2
1984214600144,2
1984214600224,2
1984214600367,2
1984214600412,2
1984214700199,2
1984214700376,2
1984214700622,2
1984214700687,2
1984214700814,2
1984214700902,2
1984214700905,2
1984220101038,2
1984220104016,1
1984220106065,2
1984220107037,3
1984220108007,2
1984220111070,2
1984220111075,2
1984220203005,2
1984220204018,3
1984220207061,2
1984220208036,2
1984220210003,2
1984220211070,2
1984220303037,2
1984220306037,2
1984220307051,2
1984220307059,2
1984220307098,2
1984220311015,2
1984220311030,2
1984220501034,2
1984220503032,3
1984220504041,2
1984220506058,2
1984220510043,2
1984220511011,2
1984220511021,2
1984220601029,2
1984220603020,2
1984220608044,2
1984220707041,2
1984220712011,2
1984238400502,2
1984238400564,2
1984238400739,2
1984238400801,2
1984238400860,1
1984238401128,2
1984238401160,2
1984238401439,3
1984238401603,2
1984238401690,2
1984238401808,2
1984238401861,3
1984238401876,2
1984238401976,2
1984304A00065,2
1984304A00444,2
1984304A00492,2
1984304A00629,3
1984304A00762,2
1984304A00793,2
1984304A00799,2
1984304B00097,2
1984304B00214,2
1984304B00439,2
1984304B00505,2
1984304B00518,2
1984304B00545,2
1984304B00646,2
1984304C00158,2
1984304C00365,2
1984304C00474,2
1984304C00477,2
1984304C00532,2
1984304D00097,2
1984304D00126,2
1984304D00182,3
1984304D00345,2
1984304D00403,2
1984304D00608,2
1984304D00829,2
1984304D00983,2
198431AB01863,2
198431AB03131,3
198431AB10575,2
198431AB10740,3
198431AB12469,2
198431AB12802,2
198431AB13004,2
198431AB13075,2
198431AB14183,4
198431AC02105,2
198431AC10225,2
198431AC12651,2
198431AD00281,2
198431AD02796,2
198431AD10284,1
198431AD10679,1
198431AD11335,2
198431AD11475,2
198431AD12891,1
198431AD13368,2
198431AD14035,2
198431BB02127,2
198431BB02583,2
198431BB11387,2
198431BC01369,2
198431BD12761,2
198431BD12785,2
198431CC00468,3
198431CC01635,2
198431CC10126,2
198431CD01889,2
198431CD01959,2
198431CD02338,2
198431CD12167,3
198431DB02289,2
198431DB02432,2
198431DB03229,2
198431DB11078,2
198431DB11821,2
198431DB12133,2
198431DB12253,2
198431DB12449,2
198431DB13628,2
198431DC12146,2
198431DC12388,2
198431DC13487,2
198431DD11165,2
198431DD12790,1
198432A018584,3
198432A033184,2
198432A076684,2
198432A120984,2
198432B003084,2
198432B075484,2
198432B109084,2
198432B153084,2
198432B171184,2
198432C022484,2
198432C075384,2
198432D041184,2
198432D122284,2
198432D163684,2
198432D185984,2
198432D224684,2
198432D226084,2
198432D232084,2
19843384C0233,1
19843384C0355,2
19843384C0608,2
19843384E0243,2
19843384E0278,2
19843384E0285,2
19843384E0579,2
19843384E0617,3
19843384E0936,2
19843384E0941,1
19843384E1025,2
19843384E1188,2
19843384N0557,2
19843384N0597,2
19843384N0649,2
19843384S0252,2
19843384S0254,2
19843384S0294,3
19843384S0629,2
19843384S1119,2
19843384S1223,2
19843384S1245,2
198434AC00435,2
198434AK00050,2
198434AK00234,2
198434AK00618,1
198434AK00762,2
198434AK00819,2
198434AK00951,2
198434AW00284,3
198434AW00630,2
198434BD00188,2
198434BD00350,3
198434BD00574,2
198434BD00706,2
198434BD01078,2
198434BN00602,2
198434BN00901,2
198434BN01037,2
198434BN01047,2
198434BS00297,1
198434BS00398,2
198434BS00986,2
198434BS01574,2
198434BS01722,3
1984351049184,2
1984351062084,2
1984351085484,2
1984351091684,2
1984351095584,2
1984351100484,2
1984351103184,3
1984351120184,2
1984351146884,2
1984351167684,2
1984351176784,2
1984351177184,2
1984351192684,2
1984351199984,2
1984351255984,2
1984351274984,2
1984351299884,2
1984351314684,3
1984351326284,2
1984351348784,2
1984351352484,3
1984351361684,2
1984352113484,2
1984352145284,2
1984352145684,3
1984352153584,2
1984352236884,2
1984352254884,2
1984352281384,2
1984360010446,2
1984360010645,2
1984360010839,2
1984360011058,2
1984360011189,2
1984360011203,3
1984360011646,2
1984360011781,2
1984360011861,2
1984360012051,2
1984360020165,2
1984360020820,1
1984360021248,2
1984360021526,1
1984360050118,2
1984360050143,3
1984360050279,2
1984360050308,2
1984360050461,2
1984360050660,2
1984360050674,2
1984360051030,2
1984360051145,2
1984360051307,2
1984360051428,2
1984360051759,2
1984360051779,1
1984371045200,2
1984371109300,2
1984371116900,2
1984371145300,2
1984372013100,2
1984372060900,2
1984372077800,2
1984372078000,2
1984372102800,2
1984372118800,2
1984373059100,3
1984373061300,2
1984373148000,2
1984373151400,2
1984373154400,2
1984373212900,2
1984373214800,2
19844000B0355,4
19844000B0861,2
19844000B0900,2
19844000B0927,3
19844000B0970,2
19844000B1028,2
19844000B1080,3
19844000C0158,2
19844000C0695,2
19844000C0834,2
19844000C1204,2
19844000D0138,2
19844000D0359,2
19844000D0492,2
19844000D1359,1
19844000D1391,2
19844000D2064,2
19844000D2184,2
19844141A1014,2
19844141A1114,2
19844141A2171,2
19844141B1221,2
19844141B2109,2
19844141C1049,2
19844141C1166,3
19844141C1217,2
19844141C1343,2
19844141C1414,2
19844141C1461,2
19844141C2165,2
19844141C2232,2
19844141D1133,3
19844141D1257,1
19844141D1321,2
19844141D1375,2
19844141E1026,2
19844141E1236,3
19844141E2036,3
19844141E2088,2
19844141E2255,3
19844141F1242,2
19844141F1249,2
19844141F1307,1
19844141F1354,2
19844141F1380,2
19844141F1403,2
19844141F2009,2
19844141T1023,2
19844141T1039,2
19844141T2019,2
19844200B0028,2
19844200B0044,1
19844200B0156,2
19844200B0167,2
19844200B0623,2
19844200B0985,2
19844200C0054,3
19844200C0083,2
19844200C0241,2
19844200C0287,2
19844200C0806,2
19844200C0917,2
19844200C0955,2
19844200C1003,2
19844200C1411,3
19844200E0074,2
19844200E0108,2
19844200E0409,2
19844200E0721,2
19844200E0774,2
19844200E0846,2
19844200E1065,2
19844200E1104,3
19844200F0060,2
19844200F0613,2
19844200F0829,2
19844200G0147,2
19844200G0336,3
19844200G0460,2
19844200G0638,2
19844200G0881,2
19844200G0963,2
19844200H0059,2
19844200H0103,2
19844200H0241,2
19844200H0489,2
19844200H0767,2
19844200H0877,2
198443A008084,2
198443A017034,2
198443A021074,2
198443A024024,3
198443A026024,2
198443A030034,2
198443A036074,2
198443A043114,2
198443A065034,2
198443A066044,2
198443A120094,3
198443A121014,2
198443A132094,2
198443A141024,2
198443A157124,3
198443C001094,2
198443C012014,2
198443C031054,2
198443C040084,2
198443C052024,1
198443C055074,2
198443C058014,2
198443C058114,2
198443C060064,2
198443C067044,2
198443C085044,2
198443C096074,2
198443C103094,1
198443C105084,3
198443C115124,2
198443C123054,2
198443C131074,2
198443C135124,1
198443C171114,2
198443D007094,2
198443D030104,2
198443D036104,2
198443D044074,2
198443D076114,2
198443E008044,2
198443E020064,2
198443E030084,2
198443E058094,2
198443E070074,2
198443E073094,2
198443E086074,2
198443E087034,2
198443E096104,2
198443E099124,2
198443E120054,2
198443E134074,1
198443F025014,2
198443F026114,2
198443F042024,2
198443F064054,2
198443F073104,2
198443F074084,2
198443G025074,3
198443G035014,4
198443G058094,2
198443G066054,2
198443G067094,2
198443H003034,2
198443H017084,2
198443H039114,2
198443H050064,3
198443H060064,2
198443H083114,2
1984440AA0300,2
1984440AA0362,2
1984440AL0166,2
1984440AL0272,2
1984440AL0282,2
1984440BB0015,2
1984440BB0226,2
1984440BB0266,1
1984440BB0660,2
1984440BL0131,2
1984440BS0174,2
1984440BV0015,1
1984440CW0351,2
1984440CW0399,2
1984440CW0453,2
1984440CW0475,3
1984440DF0023,2
1984440DG0195,2
1984440DR0088,2
1984440EL0087,1
1984440ET0181,2
1984440FG0048,2
1984440FG0176,2
1984440FG0198,2
1984440FR0242,2
1984440GG0092,3
1984440GG0197,2
1984440GG0293,2
1984440GG0391,2
1984440GG0508,2
1984440HF0113,2
1984440HF0278,3
1984440HF0366,2
1984440HF0500,2
1984440HP0161,2
1984440HP0250,2
1984440JH0268,2
1984440JH0394,2
1984440KC0049,2
1984440KC0085,2
1984440LA0031,2
1984440LA0105,2
1984440LR0079,2
1984440LR0225,2
1984440NT0106,2
1984440OC0128,1
1984440OC0226,1
1984440OT0184,2
1984440PR0054,2
1984440PR0131,2
1984440PT0091,2
1984440PT0168,2
1984440PW0059,4
1984440RF0203,3
1984440RF0317,2
1984440RF0765,2
1984440SC0162,2
1984440SC0386,2
1984440SC0425,3
1984440TB0039,4
1984440TB0233,2
1984440TL0109,2
1984440UH0083,2
1984440UP0002,2
1984440UP0050,2
1984440UP0119,2
1984440VS0184,2
1984440VS0373,2
1984440WP0171,2
1984440YS0668,2
1984440ZA0008,2
1984440ZA0094,3
1984440ZR0133,2
1984440ZS0001,2
198445AD00310,2
198445AD00370,2
198445AD00403,2
198445AD00454,2
198445AW00005,2
198445BC00004,2
198445BC00073,2
198445BC00193,3
198445BD00202,2
198445BD00251,2
198445CA00320,2
198445CA00366,2
198445CA00469,2
198445CD00077,2
198445CD00100,2
198445CD00209,2
198445CD00231,2
198445CD00361,2
198445CD00473,2
198445FD00123,3
198445FD00152,2
198445FD00222,2
198445FD00235,2
198445FG00015,2
198445FG00089,2
198445FG00205,2
198445FG00325,2
198445FG00389,2
198445GD00041,2
198445GD00207,2
198445GD00376,2
198445GD00406,2
198445GK00106,2
198445GL00001,2
198445GL00072,2
1984461101764,2
1984461104484,2
1984461106464,3
1984461108644,2
1984461110414,2
1984461110574,2
1984461201874,2
1984461301304,2
1984461307094,2
1984461310634,2
1984462101664,2
1984462102554,2
1984462108574,2
1984462203064,2
1984462204264,2
1984462210164,3
1984462302224,4
1984462304294,2
1984462306504,3
1984462307604,3
1984462308634,2
1984463103074,2
1984463104534,3
1984463105194,2
1984463201204,2
1984463204724,3
1984463208484,1
1984464101654,2
1984464102934,2
1984464106534,2
1984464107774,2
1984464202234,2
1984464206664,3
1984464207364,2
1984465103194,2
1984465107934,1
1984465108494,2
1984465109004,2
1984465200654,2
1984465203204,2
1984465204844,2
1984465207744,2
1984465210424,2
1984465304274,2
1984465306244,1
1984466100534,2
1984466103634,2
1984466105364,2
1984466106624,2
1984466109814,2
1984466210264,2
1984466406224,2
1984467102804,2
1984467104464,3
1984467104804,1
1984467105224,2
1984467106294,2
1984467107444,2
1984467107934,2
1984467207694,2
198447CA40132,2
198447CA40239,2
198447CA40247,2
198447CA40268,2
198447CA40341,2
198447CA40403,2
198447CA40495,2
198447CA40797,2
198447CA40969,2
198447CA40980,2
198447CA41013,2
198447CA41048,2
198447CA41336,2
198447CA41398,2
198447HA40052,2
198447HA40137,2
198447HA40557,2
198447MA40064,2
198447MA40076,2
198447MA40084,2
198447MA40205,2
198447NA40144,2
198447NA40345,2
198447NA40470,2
198447NA40551,2
198447NA40561,1
198447NA40626,2
198447SA40002,2
198447SA40074,2
198447SA40180,2
198447SA40390,3
198447SA40394,3
198447TA40251,2
198447TA40399,3
198447TA40571,2
198447UA40095,2
198447UA40100,3
198447UA40210,1
198447XA40162,1
198447XA40257,2
198447XA40341,2
198447XA40406,2
198447XA40486,2
198447XA40541,2
198447YA40148,2
198447YA40210,2
198447YA40220,2
198447YA40413,1
198448P427984,2
198448P430584,2
198448P457784,2
198448P459984,2
198448P464884,2
198448P617584,2
198448P627584,2
198448P630984,2
198450A220481,2
198450A231408,2
198450A410195,3
198450A412474,3
198450A412481,2
198450A510385,2
198450A512523,2
198450A620806,2
198450B311714,2
198450B511632,2
198450B530449,2
198450B531332,2
198450B610500,3
198450B620519,2
198450C510102,2
198450C530627,2
198450D210015,2
198450D212008,2
198450D310250,2
198450D340673,2
198450D342170,2
198450D352187,2
198450D360642,2
198450D432178,1
198450E210071,2
198450E210452,2
198450E210899,2
198450E211027,2
198450E211899,2
198450E212577,3
198450E310679,2
198450E311915,2
198450E410685,2
198450E410712,2
198450E410896,2
198450E411163,2
198450E412249,2
198450E510869,2
198450E512409,2
198450E520090,2
198450E520217,2
198450E521093,2
198450E611905,2
198450E612131,2
198450F311842,2
198450F411089,2
198450F412325,2
198452ACE0208,2
198452ATR0988,2
198452BIS0651,2
198452BRO0125,3
198452BRO0199,2
198452BRO0402,2
198452CGE2025,3
198452CGE2126,2
198452CRE0252,2
198452CRE0753,2
198452CSM2156,2
198452DCH0221,2
198452DCH0254,2
198452DCH0575,2
198452DCH0902,2
198452DCH1185,3
198452DFI1184,1
198452DFI2358,2
198452DFT2345,1
198452DSK2423,2
198452DST1753,2
198452EBA0315,2
198452EBA0391,2
198452EBA1598,2
198452EKE0697,2
198452EKE1220,2
198452EKE1284,2
198452FRG0679,3
198452FRS1253,2
198452FRS1384,3
198452FYI0130,3
198452FYS0669,2
198452FYW0366,2
198452FYW0508,3
198452GBO0965,2
198452GBO1597,2
198452GBU0639,2
198452GBU1996,2
198452GTA0048,1
198452GTA1754,2
198452GTO0107,2
198452GTW1327,2
198452JNA1236,2
198452JNP0802,2
198452JWE0165,2
1984530AI0074,2
1984530AI0079,2
1984530AI0164,1
1984530AI0217,2
1984530AI0266,2
1984530AI0494,2
1984530AI0572,2
1984530AI0608,2
1984530AI0986,2
1984530BI0087,2
1984530BI0454,2
1984530BI0687,2
1984530CI0033,2
1984530CI0061,2
1984530CI0400,2
1984530CI0501,2
1984530CI0539,2
1984530CI0693,2
198454AD04684,3
198454AL06334,2
198454AM05764,2
198454AN09854,2
198454AW01604,2
198454AW01634,2
198454CE03784,2
198454CE04144,2
198454CE04824,2
198454CM02564,3
198454CS01774,3
198454CW01744,2
198454CZ01344,2
198454DH00744,2
198454DN00154,2
198454DN00254,2
198454DN00304,2
198454DN03554,2
198454DS00274,2
198454DS01044,2
198454DS01064,2
198454DS03714,3
198454DS06054,2
198454DS07034,2
198454DS07804,2
198454DS09734,2
198454DS09844,2
198454DS11354,3
198454MA01604,3
1984558410017,2
1984558410254,2
1984558411006,2
1984558411055,2
1984558411631,2
1984558411916,3
1984558420129,2
1984558420288,2
1984558420306,2
1984558420863,3
1984558421052,2
1984558422029,2
1984558422229,2
1984558422254,3
1984558423352,1
1984558423528,3
1984558423842,2
1984558423956,2
1984600A01086,2
1984600A04025,2
1984600A09090,2
1984600A09114,2
1984600A12072,2
1984600A12073,2
1984600B01027,3
1984600B08041,2
1984600B12278,2
1984600C01088,3
1984600C01232,2
1984600C03238,3
1984600C04085,2
1984600C07357,2
1984600C10042,2
1984600D01144,2
1984600D05010,2
1984600D05068,2
1984600D05330,2
1984600D07219,2
1984600D09024,2
198461A108840,2
198461A152840,2
198461A25184P,3
198461B36584T,2
198461B446840,2
198461B51084P,2
198461B54384T,1
198461C04284P,3
198461C11784P,2
198461C24184P,2
198461C360840,2
1984620A00170,2
1984620A05970,2
1984620A11550,2
1984620A11970,3
1984620A16670,2
1984620A16680,1
1984620A17480,2
1984620B02720,2
1984620B03860,2
1984620B04670,2
1984620B07500,2
1984620B13540,3
1984620B23830,2
1984620B24690,2
1984620C03640,2
1984620C07740,2
1984620C09680,2
1984620C09810,2
1984620C15310,2
1984620C18360,2
1984620D10420,3
1984620D13800,2
1984620D15400,2
1984620D20430,2
1984620E01100,2
1984620E02480,2
1984620F07130,2
1984620F10650,2
1984620G02440,2
1984620G03930,2
1984620G04110,2
1984620G08380,2
1984620G08800,2
1984620H14620,2
1984620J05590,1
1984620J08430,2
1984620J09620,3
1984620J09880,2
1984620J13590,2
19846384A0038,2
19846384A0127,2
19846384A0162,2
19846384A0218,2
19846384B0038,1
19846384B0202,2
19846384B0274,3
19846384C0079,2
19846384C0084,2
19846384C0126,2
19846384C0348,2
19846384D0051,1
19846384D0082,2
19846384D0147,2
19846384D0292,2
1984910010054,1
1984910030012,2
1984910040224,2
1984910040239,1
1984910060189,2
1984910070227,2
1984910080236,3
1984910120116,2
1984928400171,3
1984928400185,2
1984928400189,2
1984928400452,2
1984928400508,2
1984928401294,2
1984928402103,3
1984928402789,2
1984928403074,2
1984928403132,2
1984928403817,2
1984928403861,2
1984928404039,2
1984928404173,2
1984928404304,2
1984928404517,3
1984928407139,2
1984928407891,2
1984928408039,2
19849384C1042,2
19849384C1056,2
19849384C1350,3
19849384C1425,1
19849384C1974,2
19849384C2096,2
19849384E1144,2
19849384E1422,2
19849384W0295,2
19849384W0461,2
19849384W0939,2
19849384W1032,2
19849384W1662,2
1984948400105,2
1984948400367,2
1984948400539,2
1984948401318,2
1984948401750,2
1984948401999,3
1984948402885,2
198495284A028,2
198495284C017,2
198495284F022,2
198495384C019,2
198495384D026,2
198495384E026,1
198495484C019,2
198495484E020,2
198495484G026,3
198495584B046,3
198495584C026,2
198495584C047,2
198495584F010,2
198495584G010,2
198495684A007,2
198495684A032,2
198495684B037,2
198495684E056,2
198495684F045,3
198495784A013,2
198495884C006,2
198495884E024,2
198495984C023,3
198495984E046,2
198495984F027,2
198495984G012,2
198495D84B062,2
198495D84D012,2
198495D84E013,2
198495D84F050,1
198495N84A034,3
198495N84B018,3
198495N84C001,2
198495N84D035,3
198495O84A011,2
198495O84B005,2
198495O84B016,2
198495O84C020,2
198495O84E015,3
198495O84G018,2
198495O84G023,2
198496HK10096,2
198496MS06217,2
198496QF18313,2
198496UG11170,2
198496UG14110,2
198496UG14171,2
198496VG02008,2
198496WF15181,1
198497AC00211,2
198497AC06303,2
198497BA01205,1
198497BA09210,2
198497BC00312,2
198497BC01902,2
198497BC02105,2
198497BC02310,2
198497CA02802,3
198497CA06110,2
198497DB00412,3
198497DB02507,3
198497DC08511,3
198497EA00607,2
198497EA00608,2
198497EB00510,2
198497EB01302,2
198497EB05407,3
198497EB05706,2
198497FA01003,2
198497FA03007,5
198497FC00610,3
198497GA00810,3
198497GA01407,2
198497GA04304,2
198497GA04902,2
198497GA07508,2
198497GA09312,2
198497GB20107,2
198497GB22311,2
198497GB24508,3
198497GB26004,2
198497GB27410,2
198497GC42612,2
198497GC43401,2
198497GC45212,2
198497KA02411,2
198497KA20405,3
198497KB45502,3
198497KC80204,2
198497KC80701,1
198497KC85008,2
198497LB52406,2
198497LC65301,3
198497LF00512,2
198497NA02004,2
198497NA03209,1
198497NA04411,3
198497NB03906,3
198497NC02411,2
198497PB00911,2
198497PB02512,2
198497QA00210,2
198497QB00412,2
198497QB07908,1
198497QC04902,2
198497QC08811,2
198497RA00401,2
198497RA01109,2
198497RA08712,2
198497RA09002,2
198497RA09509,3
198497UA01401,2
198497UA01804,2
198497UA53701,2
198497UB02812,1
198497UC02408,3
198497XA04411,3
198497XB00604,3
1984980243056,2
1984980331073,2
1984980477111,2
1984980819193,2
1984981081259,2
1984981164280,2
1984981286302,2
1984981365318,2
1984981727406,2
198501AD00296,1
198501AL00150,2
198501AL00217,2
198501AL00318,2
198501AR00062,2
198501AR00253,3
198501BC00094,3
198501BC00122,2
198501BC00135,2
198501BC00190,2
198501BC00236,2
198501BC00263,3
